time,symbol,text,raw_text,url,src_sentiment,raw_title,source_name,sentiment
2019-06-21 10:43:41-04:00,PYPL,paypal stock slips high level executive announces departure paypal holdings said friday chief operating officer bill ready formerly chief executive braintree venmo developer step paypal stock fell news,"PayPal Holdings said Friday that its chief operating officer Bill Ready, formerly the chief executive of Braintree and Venmo developer, will step down. PayPal stock fell on the news.",https://www.investors.com/news/technology/paypal-pypl-stock-coo-ready-leaving-venmo/,Negative,PayPal Stock Slips As High-Level Executive Announces Departure,Investors Business Daily,0
2019-06-21 12:39:13-04:00,PYPL,paypal analysts concerned executive change paypal holdings inc nasdaq pypl announced thursday coo bill ready leave company end pursue entrepreneurial interests elsewhere,"Paypal Holdings Inc (NASDAQ: PYPL) announced Thursday COO Bill Ready will leave the company at the end of 2019 to ""pursue entrepreneurial interests"" elsewhere.",https://www.benzinga.com/analyst-ratings/analyst-color/19/06/13957648/paypal-analysts-not-too-concerned-about-executive-change,Positive,PayPal Analysts Not Too Concerned About Executive Change,Benzinga,0
2019-06-21 16:09:44-04:00,PYPL,google pay expands integration paypal online merchants google paypal strategic partners time companies announced paypal would become payment method android pay service later rebranded google pay,"Google and PayPal have been strategic partners for some time. The companies in 2017 announced that PayPal would become a payment method in Android Pay, the service that later rebranded as Google Pay.",https://techcrunch.com/2019/06/21/google-pay-expands-its-integration-with-paypal-to-online-merchants/,Positive,Google Pay expands its integration with PayPal to online merchants,TechCrunch,0
2019-06-24 09:30:00-04:00,PYPL,google pay paypal integration revs payments system market alphabet googl google integrating deeper paypal boost presence digital payments industry competitive apple amazon samsung square,"Alphabet's (GOOGL) Google is integrating deeper with PayPal to boost presence in digital payments industry and be more competitive against Apple, Amazon, Samsung and Square.",http://www.zacks.com/stock/news/433507/google-pay-paypal-integration-revs-up-payments-system-market,Positive,"Google Pay, PayPal Integration Revs Up Payments System Market",Zacks Investment Research,0
2019-06-26 08:40:17-04:00,PYPL,stock showdown paypal stock beat square stock every time square paypal two superstars digital payments could better buy,Square & PayPal are two superstars in digital payments. But which could be the better buy?,https://investorplace.com/2019/06/paypal-stock-will-beat-square-stock/,Positive,Stock Showdown: PayPal Stock Will Beat Square Stock Every Time,InvestorPlace,0
2019-06-26 13:33:00-04:00,PYPL,top stocks buy july head latter half year five stocks contributors radars,"As we head into the latter half of the year, here are five stocks on our contributors’ radars.",https://www.fool.com/investing/2019/06/26/5-top-stocks-to-buy-in-july.aspx?source=iedfolrf0000001,Positive,5 Top Stocks to Buy in July,The Motley Fool,0
2019-06-27 13:37:18-04:00,PYPL,thoughts paypal askhalftime halftime report traders answer viewer questions paypal,"The ""Halftime Report"" traders answer viewer questions on PayPal.",https://www.youtube.com/watch?v=ckBirGXb67s&t=71s,Positive,Thoughts on PayPal? #AskHalftime,CNBC Television,0
2019-07-01 10:46:39-04:00,PYPL,best stocks buy sizable drops stocks flying high morning three best stocks buy profits heading new week,Stocks are flying high this morning. Here are three of the best stocks to buy for profits heading into the new week.,https://investorplace.com/2019/07/best-stocks-to-buy-after-sizable-drops/,Positive,3 Best Stocks to Buy After Sizable Drops,InvestorPlace,0
2019-07-01 12:26:00-04:00,PYPL,three high growth stocks could soar momo carvana paypal investment short list,"Here's why Momo, Carvana, and PayPal should be on your investment short list.",https://www.fool.com/investing/2019/07/01/3-high-growth-stocks-that-could-soar.aspx?source=iedfolrf0000001,Positive,Three High-Growth Stocks That Could Soar,The Motley Fool,0
2019-07-03 07:15:00-04:00,PYPL,disruptor alert companies changing e commerce landscape amazon tops list course overlook shopify paypal,"Amazon tops the list, of course, but don't overlook Shopify and PayPal.",https://www.fool.com/investing/2019/07/03/disruptor-alert-companies-changing-e-commerce.aspx?source=iedfolrf0000001,Positive,Disruptor Alert: 3 Companies Changing the E-Commerce Landscape,The Motley Fool,0
2019-07-06 12:18:00-04:00,PYPL,three top tech stocks buy right looking next big thing tech look,Looking for the next big thing in tech? Look no further.,https://www.fool.com/investing/2019/07/06/3-top-tech-stocks-to-buy-right-now.aspx?source=iedfolrf0000001,Positive,Three Top Tech Stocks to Buy Right Now.,The Motley Fool,0
2019-07-07 12:16:00-04:00,PYPL,great stocks buy july trends friends stocks,The trends are your friends with these stocks.,https://www.fool.com/investing/2019/07/07/5-great-stocks-to-buy-in-july.aspx?source=iedfolrf0000001,Positive,5 Great Stocks to Buy in July,The Motley Fool,0
2019-07-08 17:45:20-04:00,PYPL,paypal pypl stock moves know paypal pypl closed recent trading day moving previous trading session,"Paypal (PYPL) closed the most recent trading day at $116.95, moving -0.18% from the previous trading session.",http://www.zacks.com/stock/news/439455/paypal-pypl-stock-moves-018-what-you-should-know,Neutral,Paypal (PYPL) Stock Moves -0.18%: What You Should Know,Zacks Investment Research,0
2019-07-09 09:11:00-04:00,PYPL,better buy paypal holdings vs american express companies knee deep collecting transaction fees one unique opportunities benefit digital payments evolve,"Both companies are knee-deep in collecting transaction fees, but only one has more unique opportunities to benefit as digital payments evolve.",https://www.fool.com/investing/2019/07/09/better-buy-paypal-holdings-vs-american-express.aspx?source=iedfolrf0000001,Neutral,Better Buy: PayPal Holdings vs. American Express.,The Motley Fool,0
2019-07-09 16:46:12-04:00,PYPL,paypal says earnings get bigger boost mercadolibre investment paypal holdings inc pypl disclosed tuesday next earnings report get big boost strategic investments payments company invested latin american e commerce company mercadolibre inc,"PayPal Holdings Inc. PYPL, +1.21% disclosed Tuesday that its next earnings report will get a big boost from strategic investments, after the payments company invested in Latin American e-commerce company MercadoLibre Inc.",https://www.marketwatch.com/story/paypal-says-earnings-will-get-a-bigger-boost-after-mercadolibre-investment-2019-07-09,Positive,PayPal says earnings will get a bigger boost after MercadoLibre investment,Market Watch,0
2019-07-10 11:20:14-04:00,PYPL,paypal gets unexpected boost paypal gets boost latin america,PayPal gets a boost from Latin America.,https://www.fool.com/investing/2019/07/10/stock-market-news-amazon-nears-1-trillion-again-pa.aspx?source=iedfolrf0000001,Positive,PayPal Gets an Unexpected Boost,The Motley Fool,0
2019-07-10 17:57:00-04:00,PYPL,paypal shares tell story big demand company forefront shift cashless society paypal shares seeing unusual buy signals,"With the company at the forefront of the shift to a cashless society, PayPal shares are seeing unusual buy signals.",https://www.investopedia.com/paypal-shares-tell-a-story-of-big-demand-4692631,Positive,PayPal Shares Tell a Story of Big Demand,Investopedia,0
2019-07-10 18:41:00-04:00,PYPL,better buy shopify vs paypal profit taking friction e commerce one smoother path toward high returns shareholders,Both profit by taking some of the friction out of e-commerce. One has a smoother path toward high returns for shareholders.,https://www.fool.com/investing/2019/07/10/better-buy-shopify-vs-paypal.aspx?source=iedfolrf0000001,Neutral,Better Buy: Shopify vs PayPal,The Motley Fool,0
2019-07-11 10:10:14-04:00,PYPL,paypal pypl poised beat earnings estimates paypal pypl impressive earnings surprise history currently possesses right combination two key ingredients likely beat next quarterly report,Paypal (PYPL) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,http://www.zacks.com/stock/news/441037/why-paypal-pypl-is-poised-to-beat-earnings-estimates-again,Positive,Why Paypal (PYPL) is Poised to Beat Earnings Estimates Again,Zacks Investment Research,0
2019-07-12 12:14:11-04:00,PYPL,stocks driving market time highs stock market year date trading fresh time highs hot stocks behind record rally,The stock market is up 20% year-to-date and trading at fresh all time highs - these are the hot stocks behind the record rally.,https://investorplace.com/2019/07/10-stocks-driving-the-market-to-all-time-highs-and-why/,Positive,10 Stocks Driving the Market to All-Time Highs (And Why),InvestorPlace,0
2019-07-12 16:35:00-04:00,PYPL,paypal stock gained first half digital payments specialist posted impressive business results continued explore growth opportunities,The digital-payments specialist posted impressive business results and continued to explore further growth opportunities.,https://www.fool.com/investing/2019/07/12/why-paypals-stock-gained-36-in-the-first-half-of-2.aspx?source=iedfolrf0000001,Positive,Why PayPal's Stock Gained 36% in the First Half of 2019,The Motley Fool,0
2019-07-15 19:16:50-04:00,PYPL,paypal launches international money transfer service xoom across europe u payments company paypal expanding europe launching international money transfers service xoom britain countries across continent,U.S. payments company PayPal  is expanding further in Europe by launching its international money transfers service Xoom in Britain and 31 other countries across the continent.,https://www.reuters.com/article/us-paypal-money-transfers/paypal-launches-international-money-transfer-service-xoom-across-europe-idUSKCN1UA2JW,Positive,PayPal launches international money transfer service Xoom across Europe,Reuters,0
2019-07-16 10:45:00-04:00,PYPL,paypal makes big international move xoom digital payment processor expanding money transfer service markets across europe,The digital payment processor is expanding its money transfer service into 32 markets across Europe.,https://www.fool.com/investing/2019/07/16/paypal-makes-a-big-international-move-with-xoom.aspx,Positive,PayPal Makes a Big International Move With Xoom,The Motley Fool,0
2019-07-17 10:32:31-04:00,PYPL,paypal pypl earnings expected grow buy paypal pypl possesses right combination two key ingredients likely earnings beat upcoming report get prepared key expectations,Paypal (PYPL) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,http://www.zacks.com/stock/news/443820/paypal-pypl-earnings-expected-to-grow-should-you-buy,Positive,Paypal (PYPL) Earnings Expected to Grow: Should You Buy?,Zacks Investment Research,0
2019-07-18 11:57:38-04:00,PYPL,paypal analyst merchant acceptance lead widening amazon bitcoin paypal holdings inc nasdaq pypl made four net additions u top internet retailers second quarter versus amazon com inc nasdaq amzn two merchant adds bitcoin flat performance according morgan stanley,"PayPal Holdings Inc (NASDAQ: PYPL) made four net additions of U.S. top 500 internet retailers in the second quarter versus Amazon.com, Inc (NASDAQ: AMZN)'s two merchant adds and Bitcoin’s flat performance, according to Morgan Stanley.",https://www.benzinga.com/analyst-ratings/analyst-color/19/07/14096128/paypal-analyst-merchant-acceptance-lead-widening-over-amazon-bitcoin,Positive,"PayPal Analyst: Merchant Acceptance Lead Widening Over Amazon, Bitcoin",Benzinga,0
2019-07-19 07:03:54-04:00,PYPL,economic outlook paypal earnings reaping benefits investments paypal holdings inc reports earnings next wednesday reap rewards recent bets payments players,"When PayPal Holdings Inc. reports earnings next Wednesday, it will reap the rewards of some recent bets on payments players.",https://www.marketwatch.com/story/paypal-earnings-reaping-the-benefits-of-investments-2019-07-19,Positive,Economic Outlook: PayPal earnings: Reaping the benefits of investments,Market Watch,0
2019-07-19 08:45:07-04:00,PYPL,reasons growth investors love paypal pypl paypal pypl could produce exceptional returns solid growth attributes,Paypal (PYPL) could produce exceptional returns because of its solid growth attributes.,http://www.zacks.com/stock/news/445301/3-reasons-growth-investors-will-love-paypal-pypl,Positive,3 Reasons Growth Investors Will Love Paypal (PYPL),Zacks Investment Research,0
2019-07-19 10:11:00-04:00,PYPL,paypal pypl report earnings offing paypal pypl second quarter results likely benefit strong product portfolio strategic partnerships,PayPal's (PYPL) second-quarter results are likely to benefit from strong product portfolio and strategic partnerships.,http://www.zacks.com/stock/news/445567/paypal-pypl-to-report-q2-earnings-whats-in-the-offing,Neutral,PayPal (PYPL) to Report Q2 Earnings: What's in the Offing?,Zacks Investment Research,0
2019-07-19 13:54:52-04:00,PYPL,paypal price target increased wedbush halftime report traders debate wedbush call increase price target paypal,"The ""Halftime Report"" traders debate Wedbush's call to increase its price target on PayPal to $140 from $125.",https://www.youtube.com/watch?v=ki_7jqtw1IM,Positive,PayPal price target increased at Wedbush,CNBC Television,0
2019-07-20 10:46:00-04:00,PYPL,paypal continue win streak reports earnings company made unexpected strategic investment expand payment processing empire,The company has made an unexpected strategic investment to expand its payment processing empire.,https://www.fool.com/investing/2019/07/20/can-paypal-continue-win-streak-q2-earnings.aspx,Positive,Can PayPal Continue Win Streak When It Reports Q2 Earnings?,The Motley Fool,0
2019-07-22 09:01:00-04:00,PYPL,stocks must buys ahead earnings several sector bellwethers projected outperform earnings estimates week,Several sector bellwethers are projected to outperform their earnings estimates this week.,http://www.zacks.com/stock/news/446575/these-%24100b%2B-stocks-are-must-buys-ahead-of-q2-earnings,Positive,These $100B+ Stocks are Must-Buys Ahead of Q2 Earnings,Zacks Investment Research,0
2019-07-22 10:04:01-04:00,PYPL,paypal upcoming results could among messiest recent memory says analyst bernstein analyst harshita rawat expects paypal holdings inc pypl report one messiest quarters recent memory given many moving pieces around volume growth venmo monetization pricing actions credit divestiture impact foreign exchange gains investments recent ebay,"Bernstein analyst Harshita Rawat expects that PayPal Holdings Inc. PYPL, +0.39% will report ""one of the messiest quarters"" in recent memory ""given many moving pieces around volume growth, Venmo monetization, pricing actions, credit divestiture impact, [foreign exchange], gains on investments, recent M&A & eBay",https://www.marketwatch.com/story/paypals-upcoming-results-could-be-among-the-messiest-in-recent-memory-says-analyst-2019-07-22,Negative,"PayPal's upcoming results could be among the 'messiest' in recent memory, says analyst",Market Watch,0
2019-07-22 16:32:00-04:00,PYPL,invest paypal pypl stock earnings paypal pypl impressive ytd continuing strong growth trend since company spin ebay ebay investors expect pypl earnings report,"PayPal (PYPL) is up an impressive 42.5% YTD, continuing a very strong growth trend since the company's spin-off from eBay (EBAY). Here's what investors should expect from PYPL's Q2 earnings report.",http://www.zacks.com/stock/news/446916/should-you-invest-in-paypal-pypl-stock-before-q2-earnings,Neutral,Should You Invest In PayPal (PYPL) Stock Before Q2 Earnings?,Zacks Investment Research,0
2019-07-22 18:13:00-04:00,PYPL,portfolio strength benefit paypal pypl earnings paypal pypl strengthening product services portfolio likely aid second quarter results,PayPal's (PYPL) strengthening product and services portfolio is likely to aid second-quarter 2019 results.,http://www.zacks.com/stock/news/446981/will-portfolio-strength-benefit-paypals-pypl-q2-earnings,Positive,Will Portfolio Strength Benefit PayPal's (PYPL) Q2 Earnings?,Zacks Investment Research,0
2019-07-23 07:06:00-04:00,PYPL,buy high flying stocks ahead earnings week prudent invest stocks likely beat earnings estimates second quarter week,It will be prudent to invest in stocks that are likely to beat earnings estimates in the second quarter this week.,http://www.zacks.com/stock/news/447208/buy-5-high-flying-stocks-ahead-of-q2-earnings-this-week,Positive,Buy 5 High-Flying Stocks Ahead of Q2 Earnings This Week,Zacks Investment Research,0
2019-07-23 07:09:58-04:00,PYPL,paypal stock could strong earnings season pypl stock big year date stop paypal stock heading even higher strong earnings post paypal stock could strong earnings season appeared first investorplace,"PYPL stock is up big year-to-date, but that shouldn't stop PayPal stock from heading even higher after strong Q2 earnings.
The post Why PayPal Stock Could Have a Strong Earnings Season appeared first on InvestorPlace.",https://investorplace.com/2019/07/paypal-stock-strong-earnings-season/,Positive,Why PayPal Stock Could Have a Strong Earnings Season,InvestorPlace,0
2019-07-23 08:50:00-04:00,PYPL,paypal pypl might surprise earnings season paypal pypl seeing favorable earnings estimate revision activity positive zacks earnings esp heading earnings season,PayPal (PYPL) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.,http://www.zacks.com/stock/news/447260/why-paypal-pypl-might-surprise-this-earnings-season,Positive,Why PayPal (PYPL) Might Surprise This Earnings Season,Zacks Investment Research,0
2019-07-23 15:21:33-04:00,PYPL,earnings charts sizzle charts spectacular earnings track records strong,Their charts are spectacular and their earnings track records are strong.,https://www.youtube.com/watch?v=V_KQwOEUMQc,Positive,5 Earnings Charts That Have the Sizzle,Zacks Investment Research,0
2019-07-24 06:46:00-04:00,PYPL,forget amazon e commerce stocks watch investors looking alternative e commerce stocks consider shopify paypal etsy,"Investors looking for alternative e-commerce stocks should consider Shopify, PayPal, and Etsy.",https://www.fool.com/investing/2019/07/24/forget-amazon-here-are-3-ecommerce-stocks-to-watch.aspx,Positive,Forget Amazon: Here Are 3 E-Commerce Stocks to Watch,The Motley Fool,0
2019-07-24 08:54:00-04:00,PYPL,tech stocks buy pre earnings trade talk prospects technology sector likely benefit u china trade talk likely resume although amicable deal nowhere seen,The technology sector is likely to benefit as U.S.-China trade talk is likely to resume although an amicable deal is nowhere to be seen.,http://www.zacks.com/stock/news/448163/6-tech-stocks-to-buy-pre-q2-earnings-on-trade-talk-prospects,Positive,6 Tech Stocks to Buy Pre Q2 Earnings on Trade Talk Prospects,Zacks Investment Research,0
2019-07-24 11:24:00-04:00,PYPL,paypal spurs scale efficiency venmo monetization paypal remains bullish international markets looks tap trillion total addressable market opportunity across payments,PayPal remains bullish on the international markets and looks to tap the $110 trillion total addressable market opportunity across payments.,https://seekingalpha.com/article/4277050-paypal-spurs-scale-efficiency-venmo-monetization?source=feed_tag_long_ideas,Neutral,PayPal Spurs Scale Efficiency Through Venmo Monetization,Seeking Alpha,0
2019-07-24 11:57:16-04:00,PYPL,paypal earnings watch estimates exclude big investment gain consensus estimates paypal earnings appear low heading second quarter report due big gain equity investments post paypal earnings watch estimates exclude big investment gain appeared first investor business daily,"Consensus estimates for PayPal earnings appear low heading into its second-quarter report due to a big gain on equity investments. 
The post PayPal Earnings Watch: Estimates Exclude Big Investment Gain appeared first on Investor's Business Daily.",https://www.investors.com/news/technology/paypal-earnings-estimates-low-pypl-stock-watch/,Neutral,PayPal Earnings Watch: Estimates Exclude Big Investment Gain,Investors Business Daily,0
2019-07-24 16:30:02-04:00,PYPL,paypal falls sales miss lower guidance paypal holdings inc nasdaq pypl shares dropping reporting second quarter sales miss,PayPal Holdings Inc (NASDAQ: PYPL) shares are dropping after reporting a second-quarter sales miss.,https://www.benzinga.com/news/earnings/19/07/14128666/paypal-falls-on-q2-sales-miss-lower-guidance,Negative,"PayPal Falls On Q2 Sales Miss, Lower Guidance",Benzinga,0
2019-07-24 16:34:50-04:00,PYPL,earnings results paypal stock falls lowered revenue outlook trumps earnings beat paypal holdings inc reported better expected second quarter profit wednesday even accounting investment benefits shares fell hours trading company lowered full year revenue outlook,"PayPal Holdings Inc. reported better-than-expected second quarter profit Wednesday, even after accounting for investment benefits, but shares fell in after-hours trading after the company lowered its full-year revenue outlook.",https://www.marketwatch.com/story/paypal-stock-falls-after-lowered-revenue-outlook-trumps-earnings-beat-2019-07-24,Negative,Earnings Results: PayPal stock falls after lowered revenue outlook trumps earnings beat,Market Watch,0
2019-07-24 16:39:31-04:00,PYPL,paypal reports revenue shy expectations pushes full year revenue guidance cnbc deirdre bosa joins closing bell report latest paypal earnings report,"CNBC's Deirdre Bosa joins ""Closing Bell"" to report the latest from PayPal's earnings report.",https://www.youtube.com/watch?v=xD3AgWdkWtA,Negative,"PayPal reports revenue shy of expectations, pushes down full-year revenue guidance",CNBC Television,0
2019-07-24 16:51:47-04:00,PYPL,paypal earnings top estimates revenue falls short stock falls paypal earnings topped estimates revenue missed wall street targets paypal stock fell extended trading late wednesday total payment volume growth venmo service slowed,PayPal Q2 earnings topped estimates but revenue missed Wall Street targets. PayPal stock fell in extended trading late Wednesday as total payment volume growth for the Venmo service slowed.,https://www.investors.com/news/technology/paypal-earnings-pypl-stock-q22019/,Negative,"PayPal Earnings Top Estimates But Revenue Falls Short, Stock Falls",Investors Business Daily,0
2019-07-24 17:47:00-04:00,PYPL,paypal stumbles missing revenue slashing full year outlook shares paypal fell much hours trading company lowered full year guidance,Shares of PayPal fell as much in after-hours trading after the company lowered its full-year guidance.,https://www.cnbc.com/2019/07/24/paypal-q2-earnings.html,Negative,"PayPal stumbles 6% after missing on revenue, slashing full-year outlook",CNBC,0
2019-07-24 18:05:06-04:00,PYPL,paypal pypl earnings surpass estimates paypal pypl delivered earnings revenue surprises respectively quarter ended june numbers hold clues lies ahead stock,"Paypal (PYPL) delivered earnings and revenue surprises of 14.67% and -0.64%, respectively, for the quarter ended June 2019. Do the numbers hold clues to what lies ahead for the stock?",http://www.zacks.com/stock/news/448949/paypal-pypl-q2-earnings-surpass-estimates,Positive,Paypal (PYPL) Q2 Earnings Surpass Estimates,Zacks Investment Research,0
2019-07-24 19:01:30-04:00,PYPL,earnings bonanza trades fast money traders give trades multitude stocks reported earnings today,"The ""Fast Money"" traders give you 6 trades in the multitude of stocks that reported earnings today.",https://www.youtube.com/watch?v=N_Z7YLVVX4M,Neutral,Earnings bonanza: 6 trades,CNBC Television,0
2019-07-24 21:01:00-04:00,PYPL,paypal holdings inc pypl ceo dan schulman results earnings call transcript paypal holdings inc pypl ceo dan schulman results earnings call transcript,"PayPal Holdings, Inc. (PYPL) CEO Dan Schulman on Q2 2019 Results - Earnings Call Transcript",https://seekingalpha.com/article/4277299-paypal-holdings-inc-pypl-ceo-dan-schulman-q2-2019-results-earnings-call-transcript?source=feed_sector_transcripts,Neutral,"PayPal Holdings, Inc. (PYPL) CEO Dan Schulman on Q2 2019 Results - Earnings Call Transcript",Seeking Alpha,0
2019-07-25 10:36:00-04:00,PYPL,paypal pypl earnings beat estimates revenues paypal pypl second quarter results benefit investment contributions increasing net new active accounts strengthening customer engagement platform,"PayPal's (PYPL) second-quarter results benefit from investment contributions, increasing net new active accounts and strengthening customer engagement on its platform.",http://www.zacks.com/stock/news/449689/paypal-pypl-q2-earnings-beat-estimates-revenues-up-y-y,Positive,"PayPal (PYPL) Q2 Earnings Beat Estimates, Revenues Up Y/Y",Zacks Investment Research,0
2019-07-25 10:41:42-04:00,PYPL,buy paypal unwarranted sell following earnings paypal reported solid earnings punished street,Paypal reported solid Q2 earnings but was punished by the street.,https://seekingalpha.com/article/4277483-buy-paypal-unwarranted-sell-following-earnings?source=feed_tag_long_ideas,Positive,Buy PayPal On Unwarranted Sell-Off Following Earnings,Seeking Alpha,0
2019-07-25 10:58:35-04:00,PYPL,morgan stanley recommends paypal weakness related pricing execution delays paypal holdings inc nasdaq pypl demonstrated positive operational leverage second quarter despite weaker headline numbers according morgan stanley,"PayPal Holdings Inc (NASDAQ: PYPL) demonstrated positive operational leverage in the second quarter, despite weaker headline numbers, according to Morgan Stanley.",https://www.benzinga.com/analyst-ratings/analyst-color/19/07/14134009/morgan-stanley-recommends-paypal-on-any-weakness-related-to-pricing-execution-delay,Positive,"Morgan Stanley Recommends PayPal On Any Weakness Related To Pricing, Execution Delays",Benzinga,0
2019-07-25 11:00:42-04:00,PYPL,paypal tumbles release quarter results paypal holdings inc nasdaq pypl share price tumbled hours trading wednesday despite althoguh company beat forecasters cents second quarter non gaap earnings,PayPal Holdings Inc. (NASDAQ:PYPL)'s share price tumbled 4.12% at $116.30 in after-hours trading Wednesday despite althoguh the company beat forecasters by 3 cents on second quarter 2019 non-GAAP earnings.,http://www.gurufocus.com/news/915024/paypal-tumbles-after-release-of-2ndquarter-results-,Negative,PayPal Tumbles After Release of 2nd-Quarter Results,GuruFocus,0
2019-07-25 14:04:34-04:00,PYPL,paypal investors rattled earnings report devil details longer view indicates payment processor still path growth,"The devil is in the details, but the longer view indicates that the payment processor is still on the path to growth.",https://www.fool.com/investing/2019/07/25/paypal-investors-rattled-earnings-report.aspx,Neutral,PayPal Investors Rattled by Earnings Report. But Should They Be?,The Motley Fool,0
2019-07-25 14:41:00-04:00,PYPL,paypal trims revenue outlook bumping profit expectations bottom line revision natural result company evolving partnering strategy,The bottom-line revision was a natural result of the company's evolving partnering strategy.,https://www.fool.com/investing/2019/07/25/paypal-trims-its-revenue-outlook-while-bumping-up.aspx,Positive,PayPal Trims Its Revenue Outlook While Bumping Up Profit Expectations,The Motley Fool,0
2019-07-26 13:47:00-04:00,PYPL,blue chip tech stocks buy following earnings let see social media power two blue chip tech stocks might worth buying following earnings,Let's see why a social media power and two other blue-chip tech stocks might be worth buying following earnings.,http://www.zacks.com/stock/news/451549/3-blue-chip-tech-stocks-to-buy-following-earnings,Positive,3 Blue-Chip Tech Stocks to Buy Following Earnings,Zacks Investment Research,0
2019-07-29 08:10:35-04:00,PYPL,dip paypal stock could one waiting paypal often viewed financial services stock value sector paypal stock growth name rare value stocks return less seven months rare still trade forward earnings paypal stock,"PayPal is often viewed as a financial services stock, but that is a value sector and PayPal stock is a growth name. It is rare for value stocks to return 37% in less than seven months and rare still that they trade at 40.65x forward earnings, as PayPal stock does.",https://investorplace.com/2019/07/dip-paypal-stock-you-have-been-waiting-for/,Positive,This Dip in PayPal Stock Could Be the One You Have Been Waiting For,InvestorPlace,0
2019-07-29 08:14:41-04:00,PYPL,paypal stock falls guggenheim cuts sell shares paypal holdings inc pypl premarket trading monday guggenheim jeff cantwell downgraded stock sell neutral setting target price,"Shares of PayPal Holdings Inc. PYPL, +0.32% are down 1.5% in premarket trading Monday after Guggenheim's Jeff Cantwell downgraded the stock to sell from neutral, setting a $104 target price.",https://www.marketwatch.com/story/paypal-stock-falls-after-guggenheim-cuts-to-sell-2019-07-29,Negative,PayPal stock falls after Guggenheim cuts to sell,Market Watch,0
2019-07-29 13:49:45-04:00,PYPL,beyond meat paypal p g blitz halftime report traders discuss today biggest movers including beyond meat paypal p g,"The ""Halftime Report"" traders discuss today's biggest movers, including Beyond Meat, PayPal and P&G.",https://www.youtube.com/watch?v=M6P3F8HS4rM,Neutral,"Beyond Meat, PayPal and P&G in the blitz",CNBC Television,0
2019-07-31 19:15:04-04:00,PYPL,paypal holdings inc pypl president ceo daniel h schulman sold million shares president ceo paypal holdings inc year financial insider trades daniel h schulman insider trades sold shares pypl average price share,"President and CEO of Paypal Holdings Inc (30-Year Financial, Insider Trades) Daniel H Schulman (insider trades) sold 30,000 shares of PYPL on 07/29/2019 at an average price of $111.96 a share.",http://www.gurufocus.com/news/919841/paypal-holdings-inc-pypl-president-and-ceo-daniel-h-schulman-sold-34-million-of-shares,Negative,Paypal Holdings Inc (PYPL) President and CEO Daniel H Schulman Sold $3.4 million of Shares,GuruFocus,0
2019-08-02 19:46:00-04:00,PYPL,reasons best yet come paypal digital payments leader still adding new customers fast pace large markets around world paypal yet penetrate,"The digital payments leader is still adding new customers at a fast pace, and there are large markets around the world PayPal has yet to penetrate.",https://www.fool.com/investing/2019/08/02/reasons-why-the-best-is-yet-to-come-for-paypal.aspx,Positive,5 Reasons Why the Best Is Yet to Come for PayPal,The Motley Fool,0
2019-08-06 08:29:00-04:00,PYPL,stocks win big bitcoin flirts threshold looking make money rising bitcoin trend want invest roundabout way may consider companies making use bitcoin technologies support including blockchain,"If you are looking to make money from the rising bitcoin trend but want to invest in a roundabout way, you may consider companies that are making use of bitcoin and technologies that support it, including blockchain.",http://www.zacks.com/stock/news/459601/4-stocks-to-win-big-as-bitcoin-flirts-with-%2412k-threshold,Positive,4 Stocks to Win Big as Bitcoin Flirts With $12K Threshold,Zacks Investment Research,0
2019-08-07 08:35:00-04:00,PYPL,reasons paypal still buy paypal cut full year revenue guidance reasons believe pain decidedly short lived represent long term threat digital payments platform,"PayPal cut its full-year revenue guidance, but there are reasons to believe the pain will decidedly be short-lived and doesn't represent a long-term threat to the digital payments platform.",https://www.fool.com/investing/2019/08/07/3-reasons-paypal-is-still-a-buy.aspx,Positive,3 Reasons PayPal Is Still a Buy,The Motley Fool,0
2019-08-08 11:50:00-04:00,PYPL,paypal holdings pypl could impressive growth stock looking fast growing stock still seeing plenty opportunities horizon make sure consider paypal holdings pypl,"If you are looking for a fast-growing stock that is still seeing plenty of opportunities on the horizon, make sure to consider PayPal Holdings (PYPL).",http://www.zacks.com/stock/news/461449/why-paypal-holdings-pypl-could-be-an-impressive-growth-stock,Positive,Why PayPal Holdings (PYPL) Could Be an Impressive Growth Stock,Zacks Investment Research,0
2019-08-08 18:16:34-04:00,PYPL,top technician betting rally bet tech oppenheimer ari wald whether big tech lead rally cnbc melissa lee fast money traders pete najarian tim seymour dan nathan guy adami,"Oppenheimer's Ari Wald on whether big tech will lead the rally. With CNBC's Melissa Lee and the Fast Money traders, Pete Najarian, Tim Seymour, Dan Nathan and Guy Adami.",https://www.youtube.com/watch?v=XEuItzekqWo,Positive,"Top technician: If you're betting on a rally, bet on tech",CNBC Television,0
2019-08-11 19:52:13-04:00,PYPL,good time buy paypal stock paypal stock pressure due temporary slowdown revenue growth,PayPal's stock is under pressure due to temporary slowdown in revenue growth.,https://seekingalpha.com/article/4284661-now-good-time-buy-paypals-stock,Positive,Now Is A Good Time To Buy PayPal's Stock,Seeking Alpha,0
